call_id,loan_id,call_date,outcome,agent_notes
CALL0001653,LOAN0000604,2026-06-23,Promise to pay,Disputed amount
CALL0001654,LOAN0002304,2026-09-18,No answer,Customer requested extension
CALL0001655,LOAN0000046,2026-03-11,Promise to pay,Disputed amount
CALL0001656,LOAN0000917,2025-11-18,Promise to pay,Income delayed
CALL0001657,LOAN0000155,2026-05-11,Dispute raised,Will pay this week
CALL0001658,LOAN0002847,2026-04-13,Dispute raised,Disputed amount
CALL0001659,LOAN0002856,2026-03-03,Connected,Could not reach
CALL0001660,LOAN0002741,2026-11-18,Promise to pay,Will pay this week
CALL0001661,LOAN0000236,2026-04-19,Connected,Income delayed
CALL0001662,LOAN0002083,2026-03-23,Connected,Could not reach
CALL0001663,LOAN0002390,2026-08-22,Connected,Will pay this week
CALL0001664,LOAN0000089,2026-01-24,No answer,Customer requested extension
CALL0001665,LOAN0003370,2026-10-20,Promise to pay,Will pay this week
CALL0001666,LOAN0003312,2026-10-06,Promise to pay,Disputed amount
CALL0001667,LOAN0002291,2026-06-08,Connected,Could not reach
CALL0001668,LOAN0001197,2026-06-05,No answer,Customer requested extension
CALL0001669,LOAN0001404,2026-07-13,Dispute raised,Could not reach
CALL0001670,LOAN0001019,2026-01-06,Wrong number,Customer requested extension
CALL0001671,LOAN0002829,2026-06-08,No answer,Income delayed
CALL0001672,LOAN0003162,2026-01-05,No answer,Disputed amount
CALL0001673,LOAN0002900,2026-02-02,No answer,Will pay this week
CALL0001674,LOAN0002921,2026-09-20,Promise to pay,Disputed amount
CALL0001675,LOAN0000843,2026-06-23,Connected,Income delayed
CALL0001676,LOAN0001331,2026-01-02,No answer,Will pay this week
CALL0001677,LOAN0002805,2026-10-11,Promise to pay,Customer requested extension
CALL0001678,LOAN0002829,2026-08-16,Dispute raised,Disputed amount
CALL0001679,LOAN0002232,2027-01-13,Promise to pay,Will pay this week
CALL0001680,LOAN0000655,2026-01-18,Promise to pay,Could not reach
CALL0001681,LOAN0000851,2026-01-03,Promise to pay,Could not reach
CALL0001682,LOAN0001262,2026-08-05,Promise to pay,Will pay this week
CALL0001683,LOAN0002562,2026-05-16,Connected,Will pay this week
CALL0001684,LOAN0002452,2026-08-23,No answer,Could not reach
CALL0001685,LOAN0000449,2026-08-14,No answer,Disputed amount
CALL0001686,LOAN0002777,2025-10-02,Promise to pay,Disputed amount
CALL0001687,LOAN0003184,2025-12-18,No answer,Will pay this week
CALL0001688,LOAN0001200,2026-10-04,Promise to pay,Will pay this week
CALL0001689,LOAN0000144,2026-05-19,Connected,Could not reach
CALL0001690,LOAN0003078,2025-11-14,Promise to pay,Could not reach
CALL0001691,LOAN0000928,2026-09-12,Connected,Customer requested extension
CALL0001692,LOAN0002768,2026-03-15,Promise to pay,Income delayed
CALL0001693,LOAN0001118,2025-11-11,Promise to pay,Customer requested extension
CALL0001694,LOAN0001325,2026-03-18,No answer,Could not reach
CALL0001695,LOAN0002806,2026-02-13,Connected,Income delayed
CALL0001696,LOAN0001890,2026-05-22,Connected,Customer requested extension
CALL0001697,LOAN0001343,2026-09-18,Connected,Customer requested extension
CALL0001698,LOAN0003032,2026-12-23,Dispute raised,Disputed amount
CALL0001699,LOAN0002379,2025-12-17,No answer,Will pay this week
CALL0001700,LOAN0003255,2026-05-25,Promise to pay,Will pay this week
CALL0001701,LOAN0000170,2026-04-16,Promise to pay,Income delayed
CALL0001702,LOAN0001241,2026-08-09,Connected,Income delayed
CALL0001703,LOAN0001919,2026-07-14,Wrong number,Will pay this week
CALL0001704,LOAN0000749,2026-08-17,Connected,Customer requested extension
CALL0001705,LOAN0000930,2026-02-18,No answer,Customer requested extension
CALL0001706,LOAN0000977,2026-09-05,Connected,Customer requested extension
CALL0001707,LOAN0001109,2026-07-11,No answer,Will pay this week
CALL0001708,LOAN0002247,2026-05-19,No answer,Will pay this week
CALL0001709,LOAN0000750,2026-11-12,Wrong number,Customer requested extension
CALL0001710,LOAN0000608,2027-01-15,Connected,Customer requested extension
CALL0001711,LOAN0001177,2026-02-09,Promise to pay,Disputed amount
CALL0001712,LOAN0001994,2026-06-05,Promise to pay,Customer requested extension
CALL0001713,LOAN0001373,2026-02-06,Promise to pay,Could not reach
CALL0001714,LOAN0000336,2026-03-15,Promise to pay,Income delayed
CALL0001715,LOAN0002267,2026-09-10,No answer,Income delayed
CALL0001716,LOAN0000323,2026-05-08,Connected,Income delayed
CALL0001717,LOAN0000224,2025-11-25,Dispute raised,Disputed amount
CALL0001718,LOAN0002147,2026-02-11,Connected,Customer requested extension
CALL0001719,LOAN0003134,2026-11-06,Connected,Could not reach
CALL0001720,LOAN0001163,2026-09-06,Connected,Could not reach
CALL0001721,LOAN0002189,2026-04-21,No answer,Customer requested extension
CALL0001722,LOAN0000377,2026-08-04,No answer,Could not reach
CALL0001723,LOAN0002840,2026-02-22,No answer,Customer requested extension
CALL0001724,LOAN0000549,2025-11-12,Wrong number,Customer requested extension
CALL0001725,LOAN0002858,2026-07-24,No answer,Income delayed
CALL0001726,LOAN0001462,2025-12-18,No answer,Will pay this week
CALL0001727,LOAN0002491,2026-06-06,Promise to pay,Income delayed
CALL0001728,LOAN0000097,2026-07-18,Connected,Could not reach
CALL0001729,LOAN0000638,2026-06-25,Connected,Customer requested extension
CALL0001730,LOAN0003215,2026-12-12,Promise to pay,Income delayed
CALL0001731,LOAN0003369,2025-12-17,Promise to pay,Will pay this week
CALL0001732,LOAN0001931,2026-02-22,No answer,Income delayed
CALL0001733,LOAN0000130,2026-03-02,Promise to pay,Will pay this week
CALL0001734,LOAN0001474,2026-02-15,No answer,Disputed amount
CALL0001735,LOAN0002518,2027-01-17,Promise to pay,Could not reach
CALL0001736,LOAN0000055,2025-10-10,Promise to pay,Could not reach
CALL0001737,LOAN0001089,2026-01-13,No answer,Disputed amount
CALL0001738,LOAN0002243,2026-03-17,Connected,Will pay this week
CALL0001739,LOAN0002252,2026-01-04,Promise to pay,Income delayed
CALL0001740,LOAN0000875,2026-06-13,Connected,Could not reach
CALL0001741,LOAN0002514,2026-07-03,Promise to pay,Disputed amount
CALL0001742,LOAN0001098,2025-11-25,Promise to pay,Will pay this week
CALL0001743,LOAN0001038,2026-05-22,Promise to pay,Disputed amount
CALL0001744,LOAN0000603,2026-02-11,Promise to pay,Income delayed
CALL0001745,LOAN0003043,2026-04-03,Connected,Income delayed
CALL0001746,LOAN0002152,2026-08-07,Promise to pay,Customer requested extension
CALL0001747,LOAN0003120,2026-05-19,No answer,Will pay this week
CALL0001748,LOAN0002902,2025-10-13,No answer,Could not reach
CALL0001749,LOAN0001165,2026-11-05,No answer,Could not reach
CALL0001750,LOAN0000949,2026-08-21,No answer,Will pay this week
CALL0001751,LOAN0001569,2026-10-20,Promise to pay,Customer requested extension
CALL0001752,LOAN0000385,2026-12-14,Wrong number,Income delayed
CALL0001753,LOAN0000649,2026-07-11,No answer,Disputed amount
CALL0001754,LOAN0002835,2026-01-23,Dispute raised,Will pay this week
CALL0001755,LOAN0001306,2026-04-02,Connected,Disputed amount
CALL0001756,LOAN0001258,2026-02-15,Wrong number,Income delayed
CALL0001757,LOAN0001789,2026-10-08,Connected,Could not reach
CALL0001758,LOAN0002649,2026-04-19,Promise to pay,Will pay this week
CALL0001759,LOAN0002980,2026-01-20,No answer,Income delayed
CALL0001760,LOAN0000568,2025-08-15,Promise to pay,Income delayed
CALL0001761,LOAN0001921,2026-02-02,No answer,Income delayed
CALL0001762,LOAN0002853,2026-08-13,Promise to pay,Could not reach
CALL0001763,LOAN0001941,2026-03-20,No answer,Income delayed
CALL0001764,LOAN0000380,2026-03-19,Promise to pay,Disputed amount
CALL0001765,LOAN0002313,2026-02-12,Wrong number,Income delayed
CALL0001766,LOAN0003238,2025-11-03,Promise to pay,Customer requested extension
CALL0001767,LOAN0000819,2026-10-13,Promise to pay,Income delayed
CALL0001768,LOAN0000173,2026-08-20,Connected,Income delayed
CALL0001769,LOAN0002839,2026-03-25,Connected,Will pay this week
CALL0001770,LOAN0001365,2026-09-22,Connected,Could not reach
CALL0001771,LOAN0001717,2025-12-17,Connected,Income delayed
CALL0001772,LOAN0001456,2026-05-21,Dispute raised,Income delayed
CALL0001773,LOAN0000876,2026-07-03,No answer,Income delayed
CALL0001774,LOAN0000128,2025-12-18,No answer,Could not reach
CALL0001775,LOAN0002743,2026-10-17,Wrong number,Disputed amount
CALL0001776,LOAN0000133,2026-07-18,No answer,Customer requested extension
CALL0001777,LOAN0000087,2026-10-14,Connected,Will pay this week
CALL0001778,LOAN0001827,2025-11-11,No answer,Could not reach
CALL0001779,LOAN0003153,2026-06-06,Promise to pay,Could not reach
CALL0001780,LOAN0000576,2025-09-25,Dispute raised,Customer requested extension
CALL0001781,LOAN0001327,2026-04-05,No answer,Disputed amount
CALL0001782,LOAN0002306,2026-07-18,Connected,Could not reach
CALL0001783,LOAN0001948,2025-10-19,Promise to pay,Income delayed
CALL0001784,LOAN0002400,2026-09-19,Promise to pay,Disputed amount
CALL0001785,LOAN0001818,2026-11-04,Connected,Could not reach
CALL0001786,LOAN0000634,2026-04-15,No answer,Customer requested extension
CALL0001787,LOAN0003219,2025-09-17,Connected,Could not reach
CALL0001788,LOAN0001887,2026-03-11,No answer,Customer requested extension
CALL0001789,LOAN0001894,2026-11-11,Promise to pay,Could not reach
CALL0001790,LOAN0003295,2026-09-08,Dispute raised,Customer requested extension
CALL0001791,LOAN0002065,2026-07-15,Connected,Income delayed
CALL0001792,LOAN0000834,2026-03-18,Dispute raised,Disputed amount
CALL0001793,LOAN0000323,2026-06-12,No answer,Customer requested extension
CALL0001794,LOAN0002685,2026-05-21,Promise to pay,Disputed amount
CALL0001795,LOAN0001502,2026-11-21,Promise to pay,Could not reach
CALL0001796,LOAN0002526,2026-09-21,Connected,Disputed amount
CALL0001797,LOAN0001789,2027-01-05,No answer,Could not reach
CALL0001798,LOAN0002187,2026-06-23,Connected,Could not reach
CALL0001799,LOAN0002668,2027-02-25,Promise to pay,Disputed amount
CALL0001800,LOAN0002304,2026-05-08,Connected,Will pay this week
