loan_id,app_id,customer_id,disbursed_date,principal,tenure_months,interest_rate,risk_score
LOAN0000348,APP0000752,CUST001769,2026-01-05,196000,36,18.64,218.8
LOAN0000349,APP0000753,CUST001056,2025-10-08,124000,9,19.25,287.7
LOAN0000350,APP0000754,CUST001751,2025-08-06,158000,24,18.25,253.8
LOAN0000351,APP0000755,CUST000961,2026-02-07,161000,6,15.29,104.1
LOAN0000352,APP0000756,CUST001046,2025-12-08,23000,6,18.77,248.6
LOAN0000353,APP0000758,CUST002050,2025-11-13,86000,12,18.14,207.5
LOAN0000354,APP0000760,CUST000164,2026-03-08,127000,12,19.43,315.9
LOAN0000355,APP0000763,CUST000635,2026-05-23,171000,18,19.65,245.6
LOAN0000356,APP0000764,CUST001291,2026-06-24,98000,12,19.92,275.7
LOAN0000357,APP0000765,CUST000826,2025-08-10,40000,6,14.11,65.5
LOAN0000358,APP0000768,CUST000520,2025-11-13,227000,18,15.43,214.5
LOAN0000359,APP0000770,CUST002270,2026-02-23,138000,24,13.42,77.9
LOAN0000360,APP0000772,CUST000107,2025-12-16,45000,12,15.76,177.8
LOAN0000361,APP0000773,CUST001881,2026-03-23,135000,24,16.54,199.9
LOAN0000362,APP0000776,CUST001834,2025-10-30,80000,18,17.73,189.2
LOAN0000363,APP0000778,CUST000089,2025-11-05,162000,24,19.56,348.8
LOAN0000364,APP0000779,CUST000336,2026-05-15,144000,12,17.52,199.9
LOAN0000365,APP0000780,CUST001547,2025-09-11,73000,36,17.98,250.5
LOAN0000366,APP0000781,CUST002283,2025-11-13,90000,36,14.86,109.9
LOAN0000367,APP0000783,CUST000476,2026-04-21,88000,12,19.81,231.4
LOAN0000368,APP0000784,CUST001837,2025-09-22,50000,24,20.13,284.6
LOAN0000369,APP0000785,CUST000050,2026-05-06,163000,9,17.01,200.8
LOAN0000370,APP0000786,CUST001054,2026-04-15,110000,24,17.21,237.0
LOAN0000371,APP0000789,CUST001004,2026-01-16,60000,9,18.34,266.9
LOAN0000372,APP0000790,CUST001649,2025-12-09,53000,18,15.38,152.8
LOAN0000373,APP0000791,CUST001481,2026-02-15,132000,24,16.17,208.1
LOAN0000374,APP0000793,CUST001317,2025-09-06,37000,12,19.9,336.5
LOAN0000375,APP0000794,CUST000437,2026-04-06,40000,18,17.84,181.6
LOAN0000376,APP0000800,CUST001357,2025-11-26,152000,12,15.56,123.7
LOAN0000377,APP0000802,CUST001485,2026-01-21,48000,12,18.37,253.6
LOAN0000378,APP0000808,CUST002478,2026-01-30,11000,18,17.45,239.3
LOAN0000379,APP0000809,CUST001844,2026-02-17,62000,18,17.22,282.4
LOAN0000380,APP0000810,CUST002473,2025-11-05,172000,6,23.6,435.9
LOAN0000381,APP0000813,CUST000704,2025-12-28,76000,12,17.36,219.7
LOAN0000382,APP0000815,CUST000647,2026-03-02,70000,24,17.03,263.2
LOAN0000383,APP0000816,CUST000087,2026-06-21,55000,12,17.84,224.0
LOAN0000384,APP0000826,CUST001737,2026-01-16,198000,9,20.78,319.7
LOAN0000385,APP0000828,CUST000867,2026-05-13,72000,12,20.21,322.7
LOAN0000386,APP0000830,CUST001360,2026-06-27,56000,24,16.86,193.8
LOAN0000387,APP0000831,CUST002493,2025-11-10,34000,6,20.06,300.5
LOAN0000388,APP0000832,CUST001641,2025-09-10,155000,12,17.2,253.6
LOAN0000389,APP0000833,CUST002180,2025-11-11,120000,12,18.4,200.6
LOAN0000390,APP0000836,CUST000674,2026-03-01,78000,18,16.02,162.4
LOAN0000391,APP0000841,CUST002293,2025-08-16,42000,12,16.12,254.7
LOAN0000392,APP0000843,CUST001260,2025-12-01,150000,24,19.54,309.6
LOAN0000393,APP0000844,CUST000392,2026-01-16,120000,6,17.18,168.8
LOAN0000394,APP0000846,CUST000062,2026-02-10,84000,9,18.47,256.4
LOAN0000395,APP0000848,CUST002000,2025-08-19,43000,12,17.17,182.5
LOAN0000396,APP0000849,CUST000571,2026-01-09,36000,24,19.34,273.5
LOAN0000397,APP0000850,CUST001776,2025-09-01,28000,12,21.14,339.3
LOAN0000398,APP0000853,CUST001690,2025-09-10,36000,12,19.44,275.6
LOAN0000399,APP0000857,CUST001631,2025-11-10,111000,9,16.6,185.6
LOAN0000400,APP0000858,CUST001720,2025-07-26,136000,12,20.09,286.0
LOAN0000401,APP0000861,CUST000272,2025-11-17,66000,12,20.71,363.1
LOAN0000402,APP0000864,CUST002415,2026-01-29,112000,24,16.83,236.1
LOAN0000403,APP0000866,CUST000317,2026-02-28,29000,24,17.39,213.4
LOAN0000404,APP0000867,CUST000050,2025-07-09,117000,24,17.15,188.2
LOAN0000405,APP0000871,CUST000521,2025-08-19,56000,18,17.53,245.8
LOAN0000406,APP0000872,CUST000584,2026-05-18,114000,18,17.98,217.1
LOAN0000407,APP0000873,CUST000535,2026-06-17,211000,12,15.85,177.8
LOAN0000408,APP0000876,CUST002457,2026-02-25,101000,24,17.64,135.6
LOAN0000409,APP0000879,CUST000039,2025-08-26,90000,18,15.74,238.5
LOAN0000410,APP0000880,CUST001913,2026-03-19,212000,9,15.97,170.8
LOAN0000411,APP0000882,CUST000495,2025-12-15,122000,12,17.6,179.6
LOAN0000412,APP0000889,CUST001216,2025-07-22,139000,24,18.09,197.2
LOAN0000413,APP0000893,CUST001801,2025-11-07,61000,6,17.11,182.9
LOAN0000414,APP0000896,CUST000643,2025-11-10,66000,9,22.17,313.7
LOAN0000415,APP0000897,CUST002220,2025-12-27,142000,24,21.26,331.4
LOAN0000416,APP0000899,CUST001095,2026-03-14,51000,12,16.25,200.8
LOAN0000417,APP0000901,CUST002431,2026-03-21,41000,12,18.93,265.9
LOAN0000418,APP0000902,CUST000660,2026-05-04,59000,9,17.56,194.1
LOAN0000419,APP0000903,CUST002280,2025-10-08,180000,12,17.79,238.2
LOAN0000420,APP0000905,CUST000172,2026-03-03,88000,24,17.8,299.0
LOAN0000421,APP0000910,CUST000734,2026-04-20,116000,18,17.96,229.7
LOAN0000422,APP0000912,CUST000955,2026-04-10,104000,6,17.33,294.2
LOAN0000423,APP0000914,CUST000791,2026-02-07,214000,24,17.08,187.0
LOAN0000424,APP0000916,CUST001118,2026-06-20,34000,18,17.5,208.5
LOAN0000425,APP0000918,CUST000458,2026-04-14,75000,24,16.61,254.9
LOAN0000426,APP0000926,CUST000509,2025-08-07,148000,9,15.44,200.7
LOAN0000427,APP0000927,CUST000619,2025-11-12,87000,18,14.53,129.5
LOAN0000428,APP0000928,CUST000400,2025-09-14,140000,12,19.24,353.4
LOAN0000429,APP0000931,CUST001572,2026-06-11,70000,12,15.94,165.9
LOAN0000430,APP0000934,CUST001185,2026-05-14,124000,6,18.18,252.2
LOAN0000431,APP0000937,CUST002206,2026-05-28,60000,12,17.36,212.0
LOAN0000432,APP0000938,CUST000017,2026-03-15,40000,24,14.15,135.1
LOAN0000433,APP0000945,CUST000694,2025-08-19,139000,18,17.37,204.5
LOAN0000434,APP0000946,CUST001047,2025-12-18,115000,9,19.96,254.5
LOAN0000435,APP0000947,CUST000509,2025-10-25,97000,9,17.35,198.0
LOAN0000436,APP0000948,CUST000092,2026-01-07,266000,36,13.14,80.8
LOAN0000437,APP0000949,CUST001028,2025-10-27,74000,9,18.12,239.2
LOAN0000438,APP0000952,CUST001834,2026-04-18,45000,24,17.33,203.6
LOAN0000439,APP0000954,CUST001493,2026-01-29,117000,24,16.43,148.0
LOAN0000440,APP0000958,CUST001361,2025-07-09,59000,18,21.99,332.5
LOAN0000441,APP0000959,CUST001761,2026-03-18,42000,12,19.0,271.2
LOAN0000442,APP0000963,CUST001208,2026-03-20,193000,24,20.33,294.0
LOAN0000443,APP0000964,CUST000226,2025-09-08,112000,18,19.39,265.0
LOAN0000444,APP0000968,CUST001519,2025-08-31,88000,12,18.25,281.0
LOAN0000445,APP0000970,CUST002088,2025-12-19,35000,12,18.53,230.6
LOAN0000446,APP0000971,CUST001329,2026-03-08,311000,24,18.84,310.5
LOAN0000447,APP0000973,CUST001566,2025-08-16,65000,9,20.81,346.3
LOAN0000448,APP0000975,CUST001657,2025-11-18,109000,24,18.54,286.0
LOAN0000449,APP0000976,CUST001932,2026-04-26,158000,12,20.48,222.2
LOAN0000450,APP0000979,CUST001634,2025-10-21,46000,24,20.56,351.9
LOAN0000451,APP0000980,CUST002434,2026-06-09,96000,24,14.24,153.0
LOAN0000452,APP0000984,CUST002443,2025-12-08,61000,12,19.18,260.4
LOAN0000453,APP0000985,CUST001591,2026-01-16,111000,6,17.17,184.1
LOAN0000454,APP0000988,CUST000210,2025-08-27,125000,12,15.71,161.0
LOAN0000455,APP0000989,CUST002097,2025-11-27,101000,24,20.35,269.4
LOAN0000456,APP0000993,CUST001021,2025-07-19,71000,24,17.35,185.6
LOAN0000457,APP0000994,CUST001607,2025-11-07,69000,24,19.91,264.8
LOAN0000458,APP0000997,CUST000209,2025-07-10,65000,9,18.48,246.6
LOAN0000459,APP0001001,CUST000210,2025-12-29,294000,6,17.53,196.1
LOAN0000460,APP0001002,CUST001890,2026-05-29,179000,9,18.7,230.2
LOAN0000461,APP0001003,CUST000628,2025-09-13,200000,24,17.95,237.8
LOAN0000462,APP0001006,CUST000262,2026-05-21,132000,18,18.52,204.4
LOAN0000463,APP0001007,CUST002089,2026-06-21,153000,12,15.28,70.2
LOAN0000464,APP0001010,CUST000558,2025-09-27,179000,12,19.25,380.2
LOAN0000465,APP0001011,CUST002102,2025-08-20,95000,12,15.46,143.3
LOAN0000466,APP0001013,CUST000778,2026-05-18,9000,24,16.62,172.8
LOAN0000467,APP0001014,CUST000794,2025-12-12,69000,6,17.31,221.9
LOAN0000468,APP0001015,CUST002338,2025-07-29,61000,12,15.54,198.6
LOAN0000469,APP0001020,CUST001150,2025-12-07,110000,24,16.24,155.4
LOAN0000470,APP0001021,CUST002439,2026-03-03,92000,12,18.8,272.1
LOAN0000471,APP0001022,CUST001393,2026-07-03,133000,12,19.89,245.9
LOAN0000472,APP0001024,CUST001761,2025-09-05,81000,9,15.95,202.0
LOAN0000473,APP0001025,CUST000648,2025-12-18,68000,36,19.29,278.1
LOAN0000474,APP0001026,CUST002181,2026-04-20,201000,24,19.55,274.0
LOAN0000475,APP0001029,CUST000742,2026-06-28,57000,18,19.66,257.9
LOAN0000476,APP0001030,CUST001343,2025-10-27,119000,24,20.06,279.7
LOAN0000477,APP0001032,CUST000866,2026-02-06,33000,9,17.41,158.8
LOAN0000478,APP0001033,CUST000902,2026-03-19,53000,12,15.71,180.3
LOAN0000479,APP0001034,CUST000473,2026-06-04,54000,18,19.43,279.5
LOAN0000480,APP0001036,CUST001576,2026-02-13,191000,12,14.97,176.4
LOAN0000481,APP0001037,CUST002385,2026-03-11,27000,12,17.82,209.5
LOAN0000482,APP0001039,CUST000333,2026-04-29,40000,6,16.06,151.2
LOAN0000483,APP0001043,CUST001999,2026-03-03,49000,12,18.35,248.8
LOAN0000484,APP0001045,CUST001031,2026-01-14,34000,18,18.23,292.0
LOAN0000485,APP0001047,CUST000870,2026-04-21,133000,6,17.84,232.8
LOAN0000486,APP0001049,CUST002466,2026-01-20,99000,9,13.27,154.0
LOAN0000487,APP0001051,CUST001868,2026-06-24,55000,9,20.49,262.2
LOAN0000488,APP0001056,CUST001646,2026-04-22,108000,6,15.28,146.2
LOAN0000489,APP0001057,CUST001260,2026-04-28,128000,12,18.61,276.5
LOAN0000490,APP0001067,CUST001487,2025-07-24,69000,12,16.13,189.9
LOAN0000491,APP0001069,CUST002204,2026-05-14,117000,12,20.2,247.2
LOAN0000492,APP0001070,CUST000247,2025-11-11,209000,18,15.91,204.6
LOAN0000493,APP0001071,CUST002236,2026-04-07,86000,24,16.32,250.9
LOAN0000494,APP0001073,CUST000973,2025-11-15,109000,18,18.97,249.9
LOAN0000495,APP0001074,CUST000081,2026-05-28,143000,6,18.87,282.4
LOAN0000496,APP0001076,CUST002033,2026-04-07,112000,12,16.14,297.7
LOAN0000497,APP0001077,CUST002376,2025-08-27,67000,24,17.79,251.0
LOAN0000498,APP0001078,CUST002126,2026-05-31,126000,18,16.44,174.6
LOAN0000499,APP0001079,CUST000844,2025-12-13,144000,12,18.5,229.7
LOAN0000500,APP0001080,CUST000251,2025-07-09,95000,18,16.71,220.5
LOAN0000501,APP0001083,CUST001667,2026-01-22,44000,18,20.74,259.3
LOAN0000502,APP0001084,CUST001890,2026-01-26,197000,24,16.31,225.1
LOAN0000503,APP0001085,CUST001605,2025-08-06,117000,12,18.39,240.1
LOAN0000504,APP0001087,CUST000479,2026-05-30,17000,24,16.25,130.9
LOAN0000505,APP0001089,CUST000323,2026-04-29,59000,12,17.13,333.4
LOAN0000506,APP0001091,CUST000707,2025-09-15,40000,12,19.39,271.3
LOAN0000507,APP0001095,CUST000687,2026-06-13,28000,9,15.55,130.7
LOAN0000508,APP0001099,CUST002248,2025-07-14,86000,9,18.81,255.0
LOAN0000509,APP0001101,CUST002250,2025-09-16,49000,24,19.57,278.4
LOAN0000510,APP0001102,CUST000294,2025-09-17,66000,9,20.15,271.1
LOAN0000511,APP0001104,CUST002230,2026-05-09,23000,12,19.78,269.3
LOAN0000512,APP0001107,CUST000672,2025-11-16,51000,24,19.21,255.1
LOAN0000513,APP0001108,CUST001308,2025-07-11,173000,12,18.34,221.8
LOAN0000514,APP0001111,CUST001591,2026-06-11,140000,18,16.48,178.8
LOAN0000515,APP0001112,CUST000023,2025-08-10,32000,6,15.8,208.3
LOAN0000516,APP0001114,CUST000298,2026-05-15,110000,9,16.87,152.3
LOAN0000517,APP0001116,CUST000410,2026-01-08,102000,36,18.85,222.9
LOAN0000518,APP0001117,CUST001351,2026-02-08,61000,9,21.34,319.2
LOAN0000519,APP0001118,CUST001862,2026-06-24,178000,9,20.28,252.2
LOAN0000520,APP0001119,CUST001982,2026-06-01,72000,18,17.58,331.5
LOAN0000521,APP0001120,CUST001880,2026-03-18,70000,24,18.3,265.0
LOAN0000522,APP0001123,CUST001617,2025-09-04,173000,24,16.53,201.1
LOAN0000523,APP0001124,CUST000582,2026-05-22,53000,12,16.94,212.3
LOAN0000524,APP0001125,CUST000176,2025-09-17,58000,12,14.98,122.2
LOAN0000525,APP0001126,CUST001408,2026-02-20,204000,9,16.57,240.9
LOAN0000526,APP0001127,CUST000981,2026-06-23,87000,24,19.04,192.4
LOAN0000527,APP0001128,CUST000305,2025-10-24,174000,24,16.85,183.5
LOAN0000528,APP0001130,CUST000335,2026-02-24,72000,12,17.69,190.3
LOAN0000529,APP0001133,CUST000618,2026-02-28,98000,12,17.91,253.8
LOAN0000530,APP0001134,CUST002208,2025-09-22,64000,9,20.38,340.3
LOAN0000531,APP0001135,CUST001457,2026-05-28,123000,12,20.35,260.4
LOAN0000532,APP0001136,CUST002413,2026-04-17,90000,12,15.43,135.8
LOAN0000533,APP0001140,CUST000715,2025-07-09,71000,36,19.44,253.6
LOAN0000534,APP0001141,CUST001973,2026-06-27,35000,6,14.32,109.3
LOAN0000535,APP0001142,CUST001820,2025-07-26,87000,9,16.8,211.4
LOAN0000536,APP0001144,CUST000889,2026-06-24,43000,12,17.42,212.3
LOAN0000537,APP0001146,CUST000086,2026-02-25,52000,12,17.32,205.2
LOAN0000538,APP0001147,CUST002215,2025-12-11,142000,6,19.36,294.8
LOAN0000539,APP0001148,CUST001547,2025-10-07,92000,12,19.43,276.5
LOAN0000540,APP0001150,CUST000826,2026-03-30,132000,12,15.34,125.1
LOAN0000541,APP0001151,CUST000056,2026-05-15,125000,12,18.64,306.5
LOAN0000542,APP0001152,CUST001347,2026-01-27,62000,36,17.31,235.7
LOAN0000543,APP0001154,CUST001330,2025-08-01,138000,12,16.7,257.2
LOAN0000544,APP0001157,CUST000726,2025-10-13,119000,12,21.46,355.1
LOAN0000545,APP0001160,CUST001812,2025-11-10,111000,9,17.38,275.6
LOAN0000546,APP0001163,CUST002046,2026-04-03,55000,12,15.31,166.0
LOAN0000547,APP0001164,CUST000262,2026-06-18,80000,12,18.81,250.1
LOAN0000548,APP0001166,CUST000062,2026-03-23,65000,9,19.71,284.0
LOAN0000549,APP0001169,CUST001412,2025-08-24,64000,6,21.1,391.3
LOAN0000550,APP0001170,CUST000697,2025-09-24,94000,12,18.86,216.4
LOAN0000551,APP0001173,CUST001118,2025-11-05,87000,36,19.53,212.3
LOAN0000552,APP0001175,CUST001932,2025-12-18,82000,24,16.78,185.0
LOAN0000553,APP0001176,CUST000127,2025-10-18,49000,24,15.13,152.6
LOAN0000554,APP0001177,CUST000582,2026-04-28,76000,6,17.2,200.9
LOAN0000555,APP0001178,CUST001867,2026-03-03,200000,24,20.05,281.9
LOAN0000556,APP0001179,CUST001310,2025-10-18,76000,12,16.14,212.9
LOAN0000557,APP0001180,CUST001332,2026-04-13,56000,12,15.66,158.6
LOAN0000558,APP0001181,CUST001267,2025-11-09,73000,6,20.09,315.4
LOAN0000559,APP0001185,CUST000511,2025-08-28,39000,18,17.44,160.3
LOAN0000560,APP0001191,CUST000785,2026-04-21,28000,9,15.45,250.7
LOAN0000561,APP0001192,CUST001745,2025-10-09,63000,36,15.42,174.7
LOAN0000562,APP0001193,CUST002019,2026-06-22,72000,18,19.76,233.3
LOAN0000563,APP0001194,CUST001489,2025-09-20,53000,12,21.78,316.5
LOAN0000564,APP0001197,CUST002304,2026-06-29,67000,9,15.5,71.6
LOAN0000565,APP0001199,CUST000539,2026-05-18,114000,9,12.89,60.1
LOAN0000566,APP0001200,CUST002494,2026-02-21,144000,18,19.22,221.3
LOAN0000567,APP0001201,CUST002293,2026-01-17,35000,24,19.24,223.6
LOAN0000568,APP0001204,CUST001929,2025-07-21,57000,18,18.62,269.0
LOAN0000569,APP0001206,CUST001578,2026-02-11,129000,24,17.41,220.0
LOAN0000570,APP0001208,CUST002301,2025-12-07,33000,18,19.16,285.4
LOAN0000571,APP0001209,CUST001977,2026-05-07,60000,18,16.88,224.0
LOAN0000572,APP0001211,CUST002140,2025-11-25,42000,12,20.88,408.3
LOAN0000573,APP0001212,CUST000954,2025-11-09,130000,9,20.27,301.4
LOAN0000574,APP0001213,CUST000178,2026-06-08,51000,24,18.46,236.7
LOAN0000575,APP0001215,CUST000219,2026-02-25,168000,6,16.98,165.0
LOAN0000576,APP0001216,CUST001162,2025-08-20,17000,18,18.24,226.5
LOAN0000577,APP0001225,CUST000286,2025-07-24,169000,36,18.57,217.8
LOAN0000578,APP0001229,CUST000353,2025-11-11,21000,36,21.4,253.9
LOAN0000579,APP0001232,CUST001270,2026-03-04,156000,24,17.63,214.1
LOAN0000580,APP0001233,CUST001793,2026-05-17,59000,12,17.57,185.0
LOAN0000581,APP0001237,CUST001752,2026-04-28,69000,24,15.51,169.0
LOAN0000582,APP0001238,CUST001571,2026-02-14,60000,24,18.8,261.6
LOAN0000583,APP0001239,CUST001589,2026-05-25,168000,18,19.63,285.3
LOAN0000584,APP0001242,CUST000270,2026-05-02,136000,36,17.6,177.0
LOAN0000585,APP0001245,CUST002284,2025-11-15,65000,18,18.72,277.3
LOAN0000586,APP0001247,CUST000386,2025-12-06,75000,18,15.32,182.2
LOAN0000587,APP0001248,CUST001751,2025-12-09,65000,6,17.63,186.6
LOAN0000588,APP0001249,CUST000830,2025-09-15,54000,9,18.84,260.4
LOAN0000589,APP0001252,CUST000229,2025-08-25,36000,18,16.1,185.1
LOAN0000590,APP0001264,CUST000924,2026-05-09,257000,9,16.46,200.2
LOAN0000591,APP0001265,CUST000907,2025-08-10,172000,18,14.22,121.0
LOAN0000592,APP0001266,CUST000160,2026-02-12,50000,9,15.47,206.0
LOAN0000593,APP0001268,CUST000873,2025-07-28,56000,36,16.68,265.3
LOAN0000594,APP0001276,CUST001244,2025-12-17,67000,24,16.07,136.4
LOAN0000595,APP0001280,CUST001251,2025-11-26,146000,24,18.56,333.5
LOAN0000596,APP0001282,CUST000711,2025-11-29,62000,9,17.38,150.8
LOAN0000597,APP0001283,CUST000838,2026-01-16,43000,24,18.33,222.9
LOAN0000598,APP0001284,CUST000586,2026-05-30,149000,18,19.01,241.3
LOAN0000599,APP0001285,CUST001291,2026-04-25,91000,18,18.19,272.1
LOAN0000600,APP0001292,CUST000275,2026-01-17,170000,18,14.07,127.4
LOAN0000601,APP0001293,CUST001674,2026-02-10,70000,12,18.0,238.2
LOAN0000602,APP0001294,CUST001157,2025-11-16,147000,18,17.95,258.3
LOAN0000603,APP0001295,CUST000028,2025-08-16,93000,12,22.56,361.2
LOAN0000604,APP0001297,CUST001969,2026-01-25,50000,18,17.17,215.3
LOAN0000605,APP0001298,CUST000529,2026-02-20,48000,12,16.77,212.4
LOAN0000606,APP0001299,CUST002364,2026-05-29,105000,18,18.51,240.8
LOAN0000607,APP0001302,CUST000966,2025-11-07,73000,12,17.36,199.9
LOAN0000608,APP0001303,CUST000295,2026-06-08,70000,12,19.95,338.8
LOAN0000609,APP0001305,CUST001868,2025-10-19,203000,6,16.55,222.6
LOAN0000610,APP0001306,CUST002043,2026-05-08,74000,18,19.48,240.0
LOAN0000611,APP0001308,CUST001723,2025-10-05,53000,12,17.89,267.3
LOAN0000612,APP0001310,CUST002427,2025-09-21,92000,6,18.61,251.1
LOAN0000613,APP0001311,CUST001973,2025-07-28,135000,12,15.77,141.3
LOAN0000614,APP0001312,CUST001650,2026-04-13,195000,9,21.78,272.9
LOAN0000615,APP0001314,CUST002039,2025-08-20,63000,36,18.27,256.1
LOAN0000616,APP0001316,CUST002292,2026-06-02,66000,24,17.58,225.0
LOAN0000617,APP0001319,CUST002458,2025-08-12,66000,24,21.28,352.5
LOAN0000618,APP0001320,CUST000630,2026-03-09,148000,9,19.38,251.2
LOAN0000619,APP0001325,CUST000974,2026-01-22,18000,36,16.37,218.5
LOAN0000620,APP0001326,CUST000886,2026-04-13,63000,9,19.33,196.4
LOAN0000621,APP0001329,CUST001536,2026-05-10,118000,18,17.69,250.4
LOAN0000622,APP0001330,CUST001090,2026-06-20,99000,12,18.18,288.5
LOAN0000623,APP0001331,CUST002474,2025-12-24,106000,12,21.01,309.9
LOAN0000624,APP0001333,CUST000602,2025-10-08,63000,12,17.3,187.6
LOAN0000625,APP0001335,CUST001113,2026-05-12,55000,24,18.9,230.3
LOAN0000626,APP0001337,CUST000966,2025-08-18,29000,18,18.38,208.9
LOAN0000627,APP0001338,CUST002309,2025-08-07,45000,12,18.38,290.1
LOAN0000628,APP0001340,CUST000506,2026-05-19,48000,12,15.3,216.4
LOAN0000629,APP0001342,CUST001127,2026-06-23,96000,36,16.76,162.5
LOAN0000630,APP0001345,CUST000074,2026-06-15,75000,12,17.05,222.3
LOAN0000631,APP0001346,CUST001318,2025-11-15,132000,9,15.44,170.8
LOAN0000632,APP0001348,CUST002477,2025-07-26,60000,24,19.05,227.3
LOAN0000633,APP0001349,CUST002368,2025-09-09,82000,12,14.92,108.6
LOAN0000634,APP0001351,CUST000576,2025-10-14,59000,18,18.97,307.5
LOAN0000635,APP0001352,CUST000778,2025-08-17,54000,24,17.37,149.4
LOAN0000636,APP0001353,CUST001318,2026-04-30,55000,12,17.39,215.5
LOAN0000637,APP0001354,CUST001297,2026-05-16,103000,24,15.46,182.9
LOAN0000638,APP0001356,CUST000582,2025-12-19,96000,12,17.39,213.9
LOAN0000639,APP0001364,CUST001517,2026-01-19,120000,24,16.54,217.2
LOAN0000640,APP0001366,CUST000093,2026-05-15,53000,9,18.2,338.3
LOAN0000641,APP0001367,CUST002193,2026-04-19,70000,12,17.2,231.0
LOAN0000642,APP0001370,CUST002483,2026-05-09,79000,12,21.53,350.8
LOAN0000643,APP0001375,CUST002052,2026-03-21,13000,18,18.35,228.8
LOAN0000644,APP0001376,CUST001968,2025-08-08,27000,12,19.37,330.5
LOAN0000645,APP0001378,CUST000699,2026-06-29,44000,18,20.05,335.3
LOAN0000646,APP0001382,CUST001406,2026-02-28,18000,24,16.45,134.3
LOAN0000647,APP0001383,CUST000506,2026-02-21,52000,18,16.02,195.5
LOAN0000648,APP0001384,CUST000042,2025-10-23,91000,18,16.47,171.7
LOAN0000649,APP0001389,CUST002408,2026-02-20,230000,18,18.29,283.7
LOAN0000650,APP0001390,CUST001843,2026-01-14,99000,36,15.81,196.1
LOAN0000651,APP0001391,CUST000356,2026-06-09,52000,18,16.83,224.5
LOAN0000652,APP0001392,CUST002127,2026-02-23,64000,18,19.98,313.7
LOAN0000653,APP0001394,CUST000712,2026-02-28,57000,9,16.28,224.0
LOAN0000654,APP0001395,CUST000057,2025-08-28,30000,24,17.39,231.7
LOAN0000655,APP0001397,CUST000385,2025-08-09,130000,18,16.98,219.8
LOAN0000656,APP0001398,CUST001434,2026-02-10,27000,6,19.72,288.9
LOAN0000657,APP0001400,CUST001234,2026-03-04,113000,9,20.78,275.3
LOAN0000658,APP0001402,CUST000605,2025-08-17,70000,12,23.09,333.9
LOAN0000659,APP0001403,CUST000794,2026-05-02,41000,36,15.0,172.6
LOAN0000660,APP0001405,CUST000104,2025-09-26,100000,24,18.07,173.5
LOAN0000661,APP0001408,CUST001899,2025-10-09,158000,12,14.44,125.0
LOAN0000662,APP0001410,CUST001809,2025-07-14,103000,6,13.54,68.8
LOAN0000663,APP0001411,CUST002048,2026-01-23,132000,9,15.92,149.4
LOAN0000664,APP0001413,CUST002177,2026-01-18,47000,6,12.93,112.9
LOAN0000665,APP0001414,CUST000857,2026-05-17,69000,12,17.01,173.1
LOAN0000666,APP0001417,CUST000575,2025-10-14,81000,9,19.59,319.4
LOAN0000667,APP0001419,CUST001274,2026-01-06,176000,18,20.44,262.0
LOAN0000668,APP0001420,CUST001073,2025-07-15,136000,24,22.04,349.5
LOAN0000669,APP0001421,CUST002495,2026-06-11,47000,12,21.15,338.9
LOAN0000670,APP0001424,CUST001596,2026-02-19,79000,12,17.23,271.0
LOAN0000671,APP0001430,CUST002071,2026-04-15,106000,12,18.62,272.2
LOAN0000672,APP0001431,CUST002436,2026-04-28,168000,24,17.08,205.7
LOAN0000673,APP0001433,CUST002375,2025-12-14,45000,24,18.35,278.4
LOAN0000674,APP0001436,CUST001981,2026-02-16,78000,18,18.8,288.0
LOAN0000675,APP0001438,CUST000606,2025-09-16,34000,18,19.52,282.6
LOAN0000676,APP0001439,CUST002047,2026-04-17,39000,12,19.73,263.0
LOAN0000677,APP0001440,CUST000983,2025-08-19,114000,36,20.19,298.7
LOAN0000678,APP0001442,CUST001726,2026-03-19,62000,18,18.76,233.2
LOAN0000679,APP0001444,CUST000971,2026-03-05,77000,24,16.87,180.1
LOAN0000680,APP0001445,CUST000594,2026-01-09,61000,18,17.1,198.9
LOAN0000681,APP0001448,CUST000830,2025-10-04,50000,24,15.77,255.8
